date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:41:38	30995/30995	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:49%20GMT	http://webdesign-finder.com/html/towy/shortcodes_bootstrap.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/shortcodes_bootstrap.html	(from http://webdesign-finder.com/html/towy/)
17:41:40	78665/78665	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:50%20GMT	http://webdesign-finder.com/html/towy/shortcodes_widgets.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/shortcodes_widgets.html	(from http://webdesign-finder.com/html/towy/)
17:41:41	181174/181174	---M--	200	added ('OK')	image/jpeg	etag:%222c3b6-54b6204778e13%22	http://webdesign-finder.com/html/towy/images/slide01.jpg	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/images/slide01.jpg	(from http://webdesign-finder.com/html/towy/)
17:41:44	37016/37016	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:49%20GMT	http://webdesign-finder.com/html/towy/shortcodes_animation.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/shortcodes_animation.html	(from http://webdesign-finder.com/html/towy/)
17:41:47	412002/412002	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:49%20GMT	http://webdesign-finder.com/html/towy/shortcodes_icons.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/shortcodes_icons.html	(from http://webdesign-finder.com/html/towy/)
17:41:49	26993/26993	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:50%20GMT	http://webdesign-finder.com/html/towy/testimonials.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/testimonials.html	(from http://webdesign-finder.com/html/towy/)
17:41:49	860488/860488	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:50%20GMT	http://webdesign-finder.com/html/towy/shortcodes_socialicons.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/shortcodes_socialicons.html	(from http://webdesign-finder.com/html/towy/)
17:41:50	26921/26921	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:49%20GMT	http://webdesign-finder.com/html/towy/services.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/services.html	(from http://webdesign-finder.com/html/towy/)
17:41:50	25969/25969	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:48%20GMT	http://webdesign-finder.com/html/towy/service-single.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/service-single.html	(from http://webdesign-finder.com/html/towy/)
17:41:51	36912/36912	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:51%20GMT	http://webdesign-finder.com/html/towy/timetable.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/timetable.html	(from http://webdesign-finder.com/html/towy/)
17:41:51	47629/47629	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:49%20GMT	http://webdesign-finder.com/html/towy/shop-right.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/shop-right.html	(from http://webdesign-finder.com/html/towy/)
17:41:52	51562/51562	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:48%20GMT	http://webdesign-finder.com/html/towy/product-right.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/product-right.html	(from http://webdesign-finder.com/html/towy/)
17:41:52	39520/39520	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:40%20GMT	http://webdesign-finder.com/html/towy/cart-right.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/cart-right.html	(from http://webdesign-finder.com/html/towy/)
17:41:53	35533/35533	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:40%20GMT	http://webdesign-finder.com/html/towy/checkout-right.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/checkout-right.html	(from http://webdesign-finder.com/html/towy/)
17:41:54	31342/31342	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:48%20GMT	http://webdesign-finder.com/html/towy/register.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/register.html	(from http://webdesign-finder.com/html/towy/)
17:41:54	41837/41837	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:43%20GMT	http://webdesign-finder.com/html/towy/events-left.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/events-left.html	(from http://webdesign-finder.com/html/towy/)
17:41:54	41775/41775	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:43%20GMT	http://webdesign-finder.com/html/towy/events-right.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/events-right.html	(from http://webdesign-finder.com/html/towy/)
17:41:55	35341/35341	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:42%20GMT	http://webdesign-finder.com/html/towy/events-full.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/events-full.html	(from http://webdesign-finder.com/html/towy/)
17:41:55	38521/38521	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:42%20GMT	http://webdesign-finder.com/html/towy/event-single-left.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/event-single-left.html	(from http://webdesign-finder.com/html/towy/)
17:41:56	38440/38440	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:42%20GMT	http://webdesign-finder.com/html/towy/event-single-right.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/event-single-right.html	(from http://webdesign-finder.com/html/towy/)
17:41:56	32026/32026	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:42%20GMT	http://webdesign-finder.com/html/towy/event-single-full.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/event-single-full.html	(from http://webdesign-finder.com/html/towy/)
17:41:57	25052/25052	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:41%20GMT	http://webdesign-finder.com/html/towy/comingsoon1.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/comingsoon1.html	(from http://webdesign-finder.com/html/towy/)
17:41:57	25377/25377	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:41%20GMT	http://webdesign-finder.com/html/towy/comingsoon2.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/comingsoon2.html	(from http://webdesign-finder.com/html/towy/)
17:41:58	30161/30161	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:43%20GMT	http://webdesign-finder.com/html/towy/faq.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/faq.html	(from http://webdesign-finder.com/html/towy/)
17:41:58	33993/33993	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:43%20GMT	http://webdesign-finder.com/html/towy/faq2.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/faq2.html	(from http://webdesign-finder.com/html/towy/)
17:41:58	24008/24008	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:36%20GMT	http://webdesign-finder.com/html/towy/404.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/404.html	(from http://webdesign-finder.com/html/towy/)
17:41:59	25029/25029	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:35%20GMT	http://webdesign-finder.com/html/towy/4042.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/4042.html	(from http://webdesign-finder.com/html/towy/)
17:41:59	26963/26963	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:46%20GMT	http://webdesign-finder.com/html/towy/header1.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/header1.html	(from http://webdesign-finder.com/html/towy/)
17:42:00	26952/26952	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:46%20GMT	http://webdesign-finder.com/html/towy/header2.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/header2.html	(from http://webdesign-finder.com/html/towy/)
17:42:00	28257/28257	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:46%20GMT	http://webdesign-finder.com/html/towy/header3.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/header3.html	(from http://webdesign-finder.com/html/towy/)
17:42:01	26930/26930	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:46%20GMT	http://webdesign-finder.com/html/towy/header4.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/header4.html	(from http://webdesign-finder.com/html/towy/)
17:42:02	27634/27634	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:46%20GMT	http://webdesign-finder.com/html/towy/header5.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/header5.html	(from http://webdesign-finder.com/html/towy/)
17:42:02	28247/28247	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:46%20GMT	http://webdesign-finder.com/html/towy/header6.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/header6.html	(from http://webdesign-finder.com/html/towy/)
17:42:02	28758/28758	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:47%20GMT	http://webdesign-finder.com/html/towy/header7.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/header7.html	(from http://webdesign-finder.com/html/towy/)
17:42:03	26989/26989	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:47%20GMT	http://webdesign-finder.com/html/towy/header8.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/header8.html	(from http://webdesign-finder.com/html/towy/)
17:42:03	28969/28969	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:47%20GMT	http://webdesign-finder.com/html/towy/header_side1.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/header_side1.html	(from http://webdesign-finder.com/html/towy/)
17:42:04	28989/28989	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:47%20GMT	http://webdesign-finder.com/html/towy/header_side2.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/header_side2.html	(from http://webdesign-finder.com/html/towy/)
17:42:04	28954/28954	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:47%20GMT	http://webdesign-finder.com/html/towy/header_side3.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/header_side3.html	(from http://webdesign-finder.com/html/towy/)
17:42:04	28974/28974	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:47%20GMT	http://webdesign-finder.com/html/towy/header_side4.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/header_side4.html	(from http://webdesign-finder.com/html/towy/)
17:42:05	28969/28969	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:47%20GMT	http://webdesign-finder.com/html/towy/header_side5.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/header_side5.html	(from http://webdesign-finder.com/html/towy/)
17:42:05	28989/28989	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:47%20GMT	http://webdesign-finder.com/html/towy/header_side6.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/header_side6.html	(from http://webdesign-finder.com/html/towy/)
17:42:06	28954/28954	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:48%20GMT	http://webdesign-finder.com/html/towy/header_side7.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/header_side7.html	(from http://webdesign-finder.com/html/towy/)
17:42:06	28974/28974	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:48%20GMT	http://webdesign-finder.com/html/towy/header_side8.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/header_side8.html	(from http://webdesign-finder.com/html/towy/)
17:42:07	28986/28986	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:48%20GMT	http://webdesign-finder.com/html/towy/header_side_superfish.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/header_side_superfish.html	(from http://webdesign-finder.com/html/towy/)
17:42:07	26973/26973	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:40%20GMT	http://webdesign-finder.com/html/towy/breadcrumbs1.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/breadcrumbs1.html	(from http://webdesign-finder.com/html/towy/)
17:42:08	27062/27062	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:40%20GMT	http://webdesign-finder.com/html/towy/breadcrumbs2.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/breadcrumbs2.html	(from http://webdesign-finder.com/html/towy/)
17:42:08	26984/26984	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:40%20GMT	http://webdesign-finder.com/html/towy/breadcrumbs3.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/breadcrumbs3.html	(from http://webdesign-finder.com/html/towy/)
17:42:08	27055/27055	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:40%20GMT	http://webdesign-finder.com/html/towy/breadcrumbs4.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/breadcrumbs4.html	(from http://webdesign-finder.com/html/towy/)
17:42:09	26959/26959	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:40%20GMT	http://webdesign-finder.com/html/towy/breadcrumbs5.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/breadcrumbs5.html	(from http://webdesign-finder.com/html/towy/)
17:42:09	26945/26945	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:40%20GMT	http://webdesign-finder.com/html/towy/breadcrumbs6.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/breadcrumbs6.html	(from http://webdesign-finder.com/html/towy/)
17:42:10	26963/26963	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:43%20GMT	http://webdesign-finder.com/html/towy/footer1.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/footer1.html	(from http://webdesign-finder.com/html/towy/)
17:42:10	25768/25768	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:43%20GMT	http://webdesign-finder.com/html/towy/footer2.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/footer2.html	(from http://webdesign-finder.com/html/towy/)
17:42:10	26159/26159	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:43%20GMT	http://webdesign-finder.com/html/towy/footer3.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/footer3.html	(from http://webdesign-finder.com/html/towy/)
17:42:11	24472/24472	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:43%20GMT	http://webdesign-finder.com/html/towy/footer4.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/footer4.html	(from http://webdesign-finder.com/html/towy/)
17:42:11	25916/25916	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:44%20GMT	http://webdesign-finder.com/html/towy/footer5.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/footer5.html	(from http://webdesign-finder.com/html/towy/)
17:42:12	25680/25680	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:44%20GMT	http://webdesign-finder.com/html/towy/footer6.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/footer6.html	(from http://webdesign-finder.com/html/towy/)
17:42:12	26969/26969	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:42%20GMT	http://webdesign-finder.com/html/towy/copyright1.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/copyright1.html	(from http://webdesign-finder.com/html/towy/)
17:42:12	22968/22968	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:42%20GMT	http://webdesign-finder.com/html/towy/copyright2.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/copyright2.html	(from http://webdesign-finder.com/html/towy/)
17:42:13	27332/27332	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:42%20GMT	http://webdesign-finder.com/html/towy/copyright3.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/copyright3.html	(from http://webdesign-finder.com/html/towy/)
17:42:13	24816/24816	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:42%20GMT	http://webdesign-finder.com/html/towy/copyright4.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/copyright4.html	(from http://webdesign-finder.com/html/towy/)
17:42:14	26697/26697	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:42%20GMT	http://webdesign-finder.com/html/towy/copyright5.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/copyright5.html	(from http://webdesign-finder.com/html/towy/)
17:42:14	52579/52579	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:38%20GMT	http://webdesign-finder.com/html/towy/blog-right.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/blog-right.html	(from http://webdesign-finder.com/html/towy/)
17:42:15	52651/52651	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:38%20GMT	http://webdesign-finder.com/html/towy/blog-left.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/blog-left.html	(from http://webdesign-finder.com/html/towy/)
17:42:15	46155/46155	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:38%20GMT	http://webdesign-finder.com/html/towy/blog-full.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/blog-full.html	(from http://webdesign-finder.com/html/towy/)
17:42:16	43312/43312	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:38%20GMT	http://webdesign-finder.com/html/towy/blog-mosaic.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/blog-mosaic.html	(from http://webdesign-finder.com/html/towy/)
17:42:16	44240/44240	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:39%20GMT	http://webdesign-finder.com/html/towy/blog-single-right.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/blog-single-right.html	(from http://webdesign-finder.com/html/towy/)
17:42:17	44322/44322	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:39%20GMT	http://webdesign-finder.com/html/towy/blog-single-left.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/blog-single-left.html	(from http://webdesign-finder.com/html/towy/)
17:42:17	37827/37827	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:39%20GMT	http://webdesign-finder.com/html/towy/blog-single-full.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/blog-single-full.html	(from http://webdesign-finder.com/html/towy/)
17:42:18	44542/44542	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:39%20GMT	http://webdesign-finder.com/html/towy/blog-single-video-right.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/blog-single-video-right.html	(from http://webdesign-finder.com/html/towy/)
17:42:18	44626/44626	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:39%20GMT	http://webdesign-finder.com/html/towy/blog-single-video-left.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/blog-single-video-left.html	(from http://webdesign-finder.com/html/towy/)
17:42:19	38148/38148	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:39%20GMT	http://webdesign-finder.com/html/towy/blog-single-video-full.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/blog-single-video-full.html	(from http://webdesign-finder.com/html/towy/)
17:42:19	375922/375922	---M--	200	added ('OK')	image/jpeg	etag:%225bc72-54b62047da893%22	http://webdesign-finder.com/html/towy/images/slide03.jpg	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/images/slide03.jpg	(from http://webdesign-finder.com/html/towy/)
17:42:19	35535/35535	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:45%20GMT	http://webdesign-finder.com/html/towy/gallery-regular.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/gallery-regular.html	(from http://webdesign-finder.com/html/towy/)
17:42:20	35453/35453	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:45%20GMT	http://webdesign-finder.com/html/towy/gallery-regular-2-cols.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/gallery-regular-2-cols.html	(from http://webdesign-finder.com/html/towy/)
17:42:20	388261/388261	---M--	200	added ('OK')	image/jpeg	etag:%225eca5-54b62047962d3%22	http://webdesign-finder.com/html/towy/images/slide02.jpg	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/images/slide02.jpg	(from http://webdesign-finder.com/html/towy/)
